id_departamento,nro_conabip,provincia,fecha_fundacion,mail
6791,3945,Buenos Aires,1995-11-17,
6791,4132,Buenos Aires,1980-01-01,
6791,4230,Buenos Aires,1980-01-01,
6798,3173,Buenos Aires,1980-01-01,biblio@tapalque.mun.gba.gov.ar
6805,3050,Buenos Aires,1985-06-05,biblios@netben.com.ar
6805,3689,Buenos Aires,1993-09-25,bpjingenieros@hotmail.com
6805,4005,Buenos Aires,1980-01-01,bibliotecammoreno@hotmail.com
6805,4319,Buenos Aires,2008-07-05,
6805,3318,Buenos Aires,1992-05-20,bibliotecaeltalar@yahoo.com.ar
6805,2863,Buenos Aires,1969-04-18,
6805,3650,Buenos Aires,1980-01-01,
6805,3768,Buenos Aires,1999-03-03,
6805,3475,Buenos Aires,1996-10-10,
6805,957,Buenos Aires,1916-09-16,
6805,4216,Buenos Aires,2003-08-02,bibliotroncos@yahoo.com.ar
6805,4292,Buenos Aires,2008-03-27,comunitariocaraguata@yahoo.com.ar
6805,4352,Buenos Aires,2014-10-07,bpseamoslibres@yahoo.com
6812,3770,Buenos Aires,1980-01-01,
6819,3262,Buenos Aires,1980-01-01,bibliotecasaldungaray@gmail.com
6819,3296,Buenos Aires,1993-10-18,labibliomoreno@gmail.com
6819,966,Buenos Aires,1917-04-01,bibliotecatornquist@yahoo.com.ar
6819,4120,Buenos Aires,2001-08-06,bpmacedonio@gmail.com
6826,244,Buenos Aires,1903-05-17,bibliotecarivadavia_tl@yahoo.com.ar
6826,2405,Buenos Aires,1937-01-01,
6833,3837,Buenos Aires,1971-08-08,bibliohoussay@yahoo.com.ar
6833,3616,Buenos Aires,1963-03-13,
6833,4017,Buenos Aires,1935-05-02,biblioluzycultura@hotmail.com
6833,1299,Buenos Aires,1927-08-27,catriel_h@hotmail.com
6833,3383,Buenos Aires,1994-07-02,biblioretaunmuli@3net.com.ar
6833,3267,Buenos Aires,1993-09-30,bibsanfrabe@yahoo.com.ar
6833,259,Buenos Aires,,bibsarmiento@3net.com.ar
6833,1388,Buenos Aires,1930-05-10,marialemorcillo@gmail.com
6833,4221,Buenos Aires,1980-01-01,bibliotecalatranquera@hotmail.com
6833,4348,Buenos Aires,2006-07-08,bibliotecahdelgiorgio@gmail.com
6840,115,Buenos Aires,1914-04-03,bpalberdi@yahoo.com.ar
6840,1028,Buenos Aires,1921-07-24,lamitredecaseros@gmail.com
6840,2275,Buenos Aires,1944-01-02,bibitalar@hotmail.com
6840,3727,Buenos Aires,1997-08-15,biblo15deagosto@hotmail.com
6840,4193,Buenos Aires,1946-03-20,bibpopsanmartin@gmail.com
6840,4020,Buenos Aires,2001-09-11,
6840,2711,Buenos Aires,1925-02-11,biblioteca_jose_ingenieros@yahoo.com.ar
6840,860,Buenos Aires,1920-11-11,bpmoreno@hotmail.com
6840,1191,Buenos Aires,1926-10-12,biblioalmafuerte@hotmail.com
6847,2107,Buenos Aires,1939-09-29,
6861,3880,Buenos Aires,1999-10-16,
6861,1019,Buenos Aires,1921-10-09,
6861,4129,Buenos Aires,1980-01-01,bibliotecapopulararandu@hotmail.com
6861,4210,Buenos Aires,2008-04-21,bpsudestada@yahoo.com.ar
6861,3830,Buenos Aires,1958-07-15,bibliotecapopularbdelom@yahoo.com.ar
6861,2928,Buenos Aires,1975-04-29,
6868,2954,Buenos Aires,1975-12-28,
6868,4195,Buenos Aires,1980-01-01,
6875,3648,Buenos Aires,1997-03-15,
6875,3254,Buenos Aires,1982-06-20,bibliotecaascasubi2019@gmail.com
6875,3797,Buenos Aires,1967-07-15,
6875,2040,Buenos Aires,1939-04-24,bbcamitre@yahoo.com.ar
6882,914,Buenos Aires,1922-01-17,cpcultura@hotmail.com
10007,3871,Catamarca,1980-01-01,
10021,729,Catamarca,,
10035,749,Catamarca,1916-04-16,
10035,3747,Catamarca,1980-01-01,
10035,3701,Catamarca,1980-01-01,
10035,3560,Catamarca,1996-08-02,
10035,1045,Catamarca,1924-09-24,
10042,730,Catamarca,1980-01-01,bibliochum@yahoo.com.ar
10042,3494,Catamarca,1995-11-23,
10042,740,Catamarca,1912-02-22,
10042,3526,Catamarca,1980-01-01,
10049,2365,Catamarca,1942-08-31,
10049,3655,Catamarca,1980-01-01,
10049,3660,Catamarca,1997-10-23,
10049,3712,Catamarca,1980-01-01,
10056,3541,Catamarca,1980-01-01,
10063,3017,Catamarca,1979-08-13,
10063,2958,Catamarca,1965-03-20,bibpop-lacarrera@yahoo.com.ar
10063,2991,Catamarca,1979-04-20,bibliotecaesquiu2991@yahoo.com.ar
10070,2850,Catamarca,1980-01-01,
10070,3653,Catamarca,1980-01-01,
10077,3542,Catamarca,1996-10-15,
10077,1020,Catamarca,1921-11-02,
10084,4272,Catamarca,2007-11-16,
10084,3471,Catamarca,1992-10-19,
10063,3579,Catamarca,1980-01-01,
10091,742,Catamarca,1912-10-28,
10098,3469,Catamarca,1980-01-01,bibliotecapopularfranco@hotmail.com
10098,3654,Catamarca,1997-03-15,bibliotecasantarosa@yahoo.com.ar
10098,3630,Catamarca,1997-09-21,
10084,862,Catamarca,1918-08-18,
10091,1377,Catamarca,1928-09-23,
10105,1053,Catamarca,1924-07-24,
10112,3577,Catamarca,1980-01-01,
10112,3554,Catamarca,1980-01-01,
10112,3493,Catamarca,1995-12-15,
10112,2967,Catamarca,1980-01-01,bibliotecapopularsumalao@hotmail.com
22036,3393,Chaco,1960-05-25,
22039,3310,Chaco,1981-09-03,biblpoparc@yahoo.com.ar
22168,3389,Chaco,1995-09-23,gladysf_cajcepn7@yahoo.com.ar
22105,3325,Chaco,1940-11-10,
22105,3344,Chaco,1980-01-01,biblioteca-eet5@hotmail.com
22105,3409,Chaco,1974-05-13,bibliovigil21@gmail.com
22105,3507,Chaco,1991-08-28,fanischlegel@hotmail.com
22014,3553,Chaco,1980-01-01,
22014,4105,Chaco,2004-03-09,bibliotecalaleonesa@yahoo.com.ar
22014,2999,Chaco,1980-01-01,
22028,3465,Chaco,1966-08-17,bibliotecapueyrredon@gmail.com
22028,3671,Chaco,1980-04-24,
22028,3672,Chaco,1980-01-01,
22021,2996,Chaco,1980-01-01,
22021,3003,Chaco,1980-01-01,bibliotecapibernus@hotmail.com
22043,3491,Chaco,1980-01-01,
22049,3004,Chaco,1980-04-30,josealumnibp72@gmail.com
22056,3548,Chaco,1980-01-01,bibliotecaaguado_lv@hotmail.com
22056,3456,Chaco,1980-01-01,bcajaimehomar@yahoo.com.ar
22063,2907,Chaco,1980-01-01,bcapopularcastellichaco@yahoo.com.ar
22084,2297,Chaco,1945-04-01,bibciervopetiso@yahoo.com.ar
22084,3457,Chaco,1980-01-01,bibliotecatuckey@live.com.ar
22084,3459,Chaco,1980-01-01,bibnoronha@yahoo.com.ar
22084,3673,Chaco,1980-01-01,bibliotecabp136@hotmail.com.ar
22084,3675,Chaco,1980-01-01,
22084,3612,Chaco,1980-01-01,
22098,3439,Chaco,1960-05-11,3439bp@gmail.com
22098,3458,Chaco,1976-09-24,anexo@vai.com.ar
22098,3555,Chaco,1981-11-23,
22112,3492,Chaco,1975-06-15,bib_cervantes@yahoo.com.ar
22119,3353,Chaco,1967-07-16,bib_pop_estrada_plaza@hotmail.com
22133,3014,Chaco,1982-03-01,
22133,3582,Chaco,1960-08-27,bibliotecafontana@gmail.com
22133,3674,Chaco,1980-01-01,andolfibiblioteca@hotmail.com
22140,783,Chaco,1980-01-01,bibliommoreno@hotmail.com
22140,3450,Chaco,1980-01-01,bib.juanramonlestani@hotmail.com
22140,4313,Chaco,1981-08-10,bibliotecamalvinas@hotmail.com
22140,992,Chaco,1923-12-13,bipisarello@yahoo.com.ar
22140,3005,Chaco,1972-12-27,delcentenario1@hotmail.com
22140,779,Chaco,1909-09-18,biblio80rivadavia@yahoo.com.ar
22140,780,Chaco,1901-10-20,
22140,2198,Chaco,1942-09-28,bcalynch50@yahoo.com.ar
22140,2549,Chaco,1980-01-01,
22140,2608,Chaco,1951-12-01,bibliotecaremediosdeescalada@yahoo.com.ar
22140,2686,Chaco,1925-05-22,bibliotecabelgrano@gmail.com
22140,2692,Chaco,1955-11-18,bib.herrera2692@hotmail.com
22140,3009,Chaco,1972-10-28,bepcgc@yahoo.com.ar
22140,3148,Chaco,1986-01-21,nuestrabiblio@hotmail.com
22140,3184,Chaco,1980-01-01,
22140,3281,Chaco,1980-01-01,bibliotecapopulartorres@yahoo.com.ar
22140,3343,Chaco,1957-12-21,
22140,3345,Chaco,1975-05-09,biblioguasti@yahoo.com.ar
22140,3349,Chaco,1961-07-05,bibpopesas@hotmail.com
22140,3384,Chaco,1980-01-01,
22140,3418,Chaco,1961-08-14,bibliotecaurdapilleta@hotmail.com.ar
22140,3432,Chaco,1970-11-12,bibpopbrumana@hotmail.com
22140,3437,Chaco,1980-01-01,biblioprin@yahoo.com.ar
22140,3446,Chaco,1980-01-01,bibliope_bartolomemitre@hotmail.com
22140,3453,Chaco,1987-12-07,popularevita2012@yahoo.com.ar
22140,3477,Chaco,1991-02-05,bcaperon@yahoo.com.ar
22140,3534,Chaco,1984-03-05,bca_alfredoveirave@hotmail.com
22140,3535,Chaco,1970-05-18,bibliotecabarzana@hotmail.com
22140,3543,Chaco,1961-02-09,bibliobligado@hotmail.com
22140,3564,Chaco,1980-01-01,
22140,3670,Chaco,1980-01-01,
22147,2185,Chaco,1943-06-06,biblioteca113@yahoo.com.ar
22154,3460,Chaco,1981-11-23,meduc.bibws@ecomchaco.com.ar
22154,3549,Chaco,1971-05-05,domingocapozzolo@yahoo.es
22154,3000,Chaco,1975-11-12,bibricardoguiraldes@yahoo.com.ar 
26007,3510,Chubut,1980-01-01,
26007,3711,Chubut,1980-01-01,
26007,4180,Chubut,1980-01-01,
26007,4259,Chubut,2008-01-15,bibliotecachubutparatodos@hotmail.com
26007,4326,Chubut,1994-06-23,
26007,4339,Chubut,2011-02-14,bibliotecaraulalfonsinmadryn@hotmail.com
26007,3277,Chubut,1980-01-01,bibliotecacobo@gmail.com
26014,3959,Chubut,1980-01-01,bibliotecarucaraquizuam@hotmail.com.ar
26014,4306,Chubut,2011-04-30,bpelblanco@hotmail.com
26014,4047,Chubut,2001-11-04,bibrincon@gmail.com
26014,3821,Chubut,1993-08-12,bibliotecapopularelmaiten@gmail.com
26014,4161,Chubut,1980-01-01,
26014,3257,Chubut,1980-01-01,
26014,3037,Chubut,1980-01-01,biblagopuelo@yahoo.com.ar
26021,3316,Chubut,1993-03-23,
26021,3506,Chubut,1980-01-01,bcapoptroncoso@hotmail.com
26021,3569,Chubut,1980-01-01,
26021,3800,Chubut,1992-05-01,
26021,3899,Chubut,1996-02-17,ledmuriel@yahoo.com
26021,4331,Chubut,2007-10-28,hola@labibliotecadeastra.com
26035,4249,Chubut,2007-05-15,bibliotecatolkeyen@yahoo.com.ar
26035,3773,Chubut,1951-03-05,
26042,3638,Chubut,1980-01-01,
26042,2414,Chubut,1943-03-12,
26042,3041,Chubut,1939-07-20,bibliopopberwyn@gmail.com
26077,3235,Chubut,1991-04-12,
26077,3378,Chubut,1980-01-01,karinaovelar@hotmail.com
26077,4143,Chubut,1980-01-01,biblioteca_simon@hotmail.com
26077,1819,Chubut,1934-07-08,bpaatw@gmail.com
26077,3080,Chubut,1984-09-21,bibpopfcoguerra84@hotmail.com
26077,3202,Chubut,1991-04-15,
26077,3244,Chubut,1987-08-17,
26077,3256,Chubut,1980-01-01,
26077,3355,Chubut,1980-01-01,
26077,3607,Chubut,1983-09-06,
26077,3632,Chubut,1980-01-01,bibloprogreso4@hotmail.com
26077,3685,Chubut,1992-12-20,
26077,3732,Chubut,1998-10-20,bp.benedictoterrone@gmail.com
26077,3835,Chubut,1996-04-08,bpkim-hue@hotmail.com
26084,3414,Chubut,1980-01-01,
26091,2551,Chubut,1911-07-16,biblioteca2551@yahoo.com.ar
26021,4033,Chubut,1980-01-01,
26056,4324,Chubut,2008-06-11,
26098,2453,Chubut,1949-03-20,clara_petachi@hotmail.com
26098,3402,Chubut,1980-01-01,
26105,3667,Chubut,1980-01-01,
26105,3584,Chubut,1980-01-01,
2103,4252,Ciudad Autónoma de Buenos Aires,2004-03-08,tesis11@tesis11.org.ar
2106,1344,Ciudad Autónoma de Buenos Aires,1928-03-30,trjgonzalez@outlook.com
2110,1843,Ciudad Autónoma de Buenos Aires,1980-01-01,bibliotecabelisarioroldan@yahoo.com.ar
2108,1975,Ciudad Autónoma de Buenos Aires,1916-03-01,
2104,2675,Ciudad Autónoma de Buenos Aires,,
2008,3884,Ciudad Autónoma de Buenos Aires,1999-10-22,
2103,4266,Ciudad Autónoma de Buenos Aires,2005-12-22,bplamemoria@gmail.com
2112,4268,Ciudad Autónoma de Buenos Aires,2010-03-01,bibliopopuche@hotmail.com.ar
2107,4295,Ciudad Autónoma de Buenos Aires,2009-02-26,bibliotecapopularmanuelugarte@gmail.com
2101,4318,Ciudad Autónoma de Buenos Aires,2010-03-26,
2101,4341,Ciudad Autónoma de Buenos Aires,2010-10-01,biblio.26dejulio@gmail.com
2107,947,Ciudad Autónoma de Buenos Aires,1918-05-25,bpcienciaylabor@gmail.com
2111,1131,Ciudad Autónoma de Buenos Aires,1907-11-07,bibliomorris@hotmail.com
2114,1187,Ciudad Autónoma de Buenos Aires,1920-03-21,bibliotecapueyrredonsud@gmail.com
2112,1351,Ciudad Autónoma de Buenos Aires,1928-12-20,susanapariani@hotmail.com
2115,1375,Ciudad Autónoma de Buenos Aires,1915-10-01,bibliotecabecciu@gmail.com
2115,1793,Ciudad Autónoma de Buenos Aires,1932-11-15,
2112,1943,Ciudad Autónoma de Buenos Aires,1924-04-21,bibliotecabrivadavia@yahoo.com.ar
2109,1991,Ciudad Autónoma de Buenos Aires,1929-02-01,
2111,2014,Ciudad Autónoma de Buenos Aires,1936-05-01,bibliotecanazar@yahoo.com.ar
2115,2111,Ciudad Autónoma de Buenos Aires,1980-01-01,centroproteccion@latinmail.com
2103,2177,Ciudad Autónoma de Buenos Aires,1980-01-01,bibliotecapopularmarianoboedo@yahoo.com.ar
2105,2233,Ciudad Autónoma de Buenos Aires,1929-01-01,asocvecvilladelparque@hotmail.com
2111,2558,Ciudad Autónoma de Buenos Aires,1950-10-25,asociacionalvear@yahoo.com.ar
2106,2828,Ciudad Autónoma de Buenos Aires,1941-03-25,
2109,2916,Ciudad Autónoma de Buenos Aires,1941-12-23,bibazarolagil@hotmail.com
2115,2992,Ciudad Autónoma de Buenos Aires,1924-09-18,
2105,2994,Ciudad Autónoma de Buenos Aires,1932-05-29,bibliotecarebagliati@yahoo.com.ar
2109,3019,Ciudad Autónoma de Buenos Aires,1933-06-12,bibliobocajuniors@yahoo.com.ar
2115,3270,Ciudad Autónoma de Buenos Aires,1994-03-05,
2109,3982,Ciudad Autónoma de Buenos Aires,1980-01-01,
2107,4006,Ciudad Autónoma de Buenos Aires,2001-12-18,
2101,4034,Ciudad Autónoma de Buenos Aires,2001-09-21,bibliotecapopularpiedrabuena@gmail.com
2108,4197,Ciudad Autónoma de Buenos Aires,1980-01-01,bpflacroze@gmail.com
2106,4207,Ciudad Autónoma de Buenos Aires,1980-01-01,carlossanchezviamonte@yahoo.com.ar
2102,18,Ciudad Autónoma de Buenos Aires,1916-05-01,asociacionroffo@yahoo.com.ar
2111,19,Ciudad Autónoma de Buenos Aires,1910-10-12,popular12deoctubre@hotmail.com
2106,25,Ciudad Autónoma de Buenos Aires,,bibliotecaobrerajuanbjusto@gmail.com
2106,28,Ciudad Autónoma de Buenos Aires,1916-06-16,bibliotecapueyrredon@hotmail.com
2112,32,Ciudad Autónoma de Buenos Aires,1910-07-08,bibliotecapopularalberdi@yahoo.com.ar
2115,62,Ciudad Autónoma de Buenos Aires,1980-01-01,
2112,77,Ciudad Autónoma de Buenos Aires,1918-03-14,
2111,78,Ciudad Autónoma de Buenos Aires,1917-03-25,bibliotecajerodo@yahoo.com.ar
14007,4347,Córdoba,2013-10-30,
14007,3904,Córdoba,2000-08-29,bibliopopularf.enrique@hotmail.com
14007,4346,Córdoba,2011-08-20,bibliotecapopularlosreartes@gmail.com
14007,2768,Córdoba,1959-05-17,
14007,3769,Córdoba,1998-11-07,biblio.vgb@gmail.com
14007,3645,Córdoba,1998-03-30,bibliotecarojas@yahoo.com.ar
14014,534,Córdoba,1909-05-11,
14014,870,Córdoba,1911-09-11,biblialberdi@yahoo.com.ar
14014,2257,Córdoba,1944-12-17,bibliotecatejeda@hotmail.com
14014,2776,Córdoba,1959-04-12,biblioteca_lac@hotmail.com
14014,2949,Córdoba,1969-11-18,
14014,3042,Córdoba,1980-11-15,bibliotecamalvinasargentinas@hotmail.com
14014,3127,Córdoba,1980-01-01,nuevabibliomatienzo@hotmail.com
14014,3218,Córdoba,1988-11-28,
14014,3572,Córdoba,1986-08-02,bibliotecapopularhugowast@yahoo.com.ar
14014,3707,Córdoba,1995-07-16,bpra3707@gmail.com
14014,3789,Córdoba,1980-01-01,
14014,3845,Córdoba,1999-08-01,biblioalfonsinastorni@gmail.com
14014,3905,Córdoba,1990-08-17,bibpopmijardin@gmail.com
14014,4028,Córdoba,1980-01-01,bpatahualpa@hotmail.com
14014,4243,Córdoba,1980-01-01,bibliotecacortazarcba@yahoo.com.ar
14014,4245,Córdoba,2005-05-26,bibpopmsaleme@yahoo.com.ar
14014,4286,Córdoba,2007-10-08,bibliotecapopularlibertad@yahoo.com.ar
14014,4309,Córdoba,2007-12-11,bibliopopmadretc@yahoo.com.ar
14014,4322,Córdoba,2010-09-06,bpbinaudi@gmail.com
14014,4351,Córdoba,2012-05-05,bibliotecacasadelpueblo@gmail.com
14091,4285,Córdoba,2009-07-20,
14021,1659,Córdoba,1932-05-18,bibliotecapopularlabicicleta@gmail.com
14021,547,Córdoba,1912-07-12,
14021,2045,Córdoba,1918-07-23,
14021,4290,Córdoba,2010-08-17,bping.dumesnil@hotmail.com
14021,4383,Córdoba,2009-04-01,sayanacentroculturaleltalar@hotmail.com
14021,2157,Córdoba,1942-10-03,
14021,4203,Córdoba,1980-01-01,bibliotecaragonking@yahoo.com.ar
14021,2924,Córdoba,1942-12-05,
14021,4277,Córdoba,2009-01-16,bibliocawana@gmail.com
14021,3665,Córdoba,1980-01-01,
14028,539,Córdoba,1917-05-01,
14035,4037,Córdoba,1984-05-14,bpdelcampillo@delcampillocoop.com.ar
14035,545,Córdoba,1919-10-22,b.sarmiento@hotmail.com
14035,2021,Córdoba,1937-06-27,bpjovita@jovitacoop.com.ar
14035,3772,Córdoba,1998-06-22,
14035,4398,Córdoba,2022-03-21,bibliotecavillavaleria@gmail.com
14042,543,Córdoba,1916-05-05,
14042,582,Córdoba,1919-04-09,
14042,3723,Córdoba,1980-01-01,bpjhernandez@hotmail.com
14042,3031,Córdoba,1984-03-30,
14042,2162,Córdoba,1938-09-11,
14042,567,Córdoba,1904-09-25,secretaria_gral@bibliotecarivadavia.edu.ar
14042,2406,Córdoba,1942-12-19,biblioteca.marianomoreno@villamaria.gob.ar
14042,3691,Córdoba,1997-05-24,biblioteca_altamira@hotmail.com
14049,1403,Córdoba,1929-11-03,bibliotecamm2013@gmail.com
14049,1872,Córdoba,1933-02-06,bjingenieros@intinet.com.ar
14056,3595,Córdoba,1997-11-23,bibliopopcarnerillo@yahoo.com.ar
14056,2615,Córdoba,1951-04-26,bibpopjlc@yahoo.com.ar
14056,3782,Córdoba,1999-06-10,
14063,2884,Córdoba,1967-05-06,
14063,4014,Córdoba,1980-01-01,
14063,3915,Córdoba,1996-06-23,
14063,2321,Córdoba,1918-01-01,bibliotecacdb@yahoo.com
14063,2424,Córdoba,1949-05-25,
14063,3593,Córdoba,1980-01-01,bipop3593@hotmail.com
14063,2197,Córdoba,1939-09-26,
14063,2858,Córdoba,1918-03-18,
14063,3139,Córdoba,1980-01-01,
14063,3592,Córdoba,1980-01-01,bibliotecapopularlidiacesanelli@yahoo.com.ar
14063,1758,Córdoba,1917-10-07,juanbenitzbiblioteca@gmail.com
14084,544,Córdoba,1914-07-14,bibliotecaflorentinoameghino@hotmail.com
14084,549,Córdoba,1913-10-12,
14084,3958,Córdoba,2001-09-09,
14091,2330,Córdoba,1946-12-09,bp2330@bepe.ar
14091,1071,Córdoba,1923-05-06,
14091,4016,Córdoba,2000-06-01,bibliotecajhernandez@tutopia.com
14091,1867,Córdoba,1934-04-21,bibliotecapopularsarmiento@yahoo.com.ar
14091,3867,Córdoba,1999-01-27,
14091,3055,Córdoba,1985-10-26,
14091,2148,Córdoba,1938-04-08,
14091,2978,Córdoba,1949-01-16,
14091,3629,Córdoba,1997-10-16,blugones@gmail.com
14091,4283,Córdoba,2010-05-14,
14098,3568,Córdoba,1980-01-01,bpbischoff@hotmail.com
14098,4238,Córdoba,2003-08-17,
14098,2900,Córdoba,1972-04-28,
14098,2866,Córdoba,1969-07-21,bibliotecarrojas@hotmail.com
14098,1756,Córdoba,1929-04-18,bibatelleria@hotmail.com
14098,3011,Córdoba,1966-12-10,biblioasuncion@hotmail.com
14098,1500,Córdoba,1930-08-24,juanbalberdi1500@yahoo.com.ar
14098,555,Córdoba,1910-07-10,
14098,588,Córdoba,1915-07-09,bibliosarmiento1915@yahoo.com.ar
14098,2751,Córdoba,1955-09-07,
14098,2851,Córdoba,1932-05-01,
14098,3015,Córdoba,1970-06-06,bibliotecasscc@hotmail.com
14098,4097,Córdoba,1980-01-01,bpscoronel@yahoo.com.ar
14098,3729,Córdoba,1980-01-01,gracielavaia@hotmail.com
14098,584,Córdoba,1918-03-31,
14105,3597,Córdoba,1980-01-01,
14021,4312,Córdoba,2006-11-29,bpjlborgeslapuerta@hotmail.com
14105,3138,Córdoba,1985-11-06,
14105,4244,Córdoba,2006-02-10,biblio_alejocg@hotmail.com
14112,2925,Córdoba,1972-10-21,
14119,2794,Córdoba,1961-06-17,
14119,3702,Córdoba,1980-01-01,
14119,2534,Córdoba,1950-08-17,bpsmo@yahoo.com.ar
14119,3586,Córdoba,1996-06-15,bpguerbe@hotmail.com
14119,3333,Córdoba,1980-01-01,
14119,864,Córdoba,1980-01-01,
14126,3620,Córdoba,1996-05-25,info@ordendelcolmenar.com.ar
14126,4395,Córdoba,2011-07-08,bibliotecaelmanantialcb@gmail.com
14133,2006,Córdoba,1935-05-18,
14133,3983,Córdoba,1980-01-01,bibliohornillos@yahoo.com.ar
14133,4294,Córdoba,2010-11-02,bibliotecapopulardeluyaba@yahoo.com.ar
14133,4213,Córdoba,1980-01-01,bibliotecapopularvilladelasrosas@yahoo.com.ar
14133,4118,Córdoba,2000-09-12,
14140,4145,Córdoba,1980-01-01,biblioalicia16@yahoo.com.ar
14140,2008,Córdoba,1932-11-23,
14140,3990,Córdoba,1990-02-07,adriflores71@hotmail.com
14140,3666,Córdoba,1980-01-01,
14140,3853,Córdoba,1998-12-07,bivignaud536@hotmail.com
14140,1824,Córdoba,1934-04-28,bibliotecapopularjifreyre@gmail.com
14140,3623,Córdoba,1973-05-19,
14140,3931,Córdoba,1995-07-03,fernandoercole@hotmail.com
14140,4343,Córdoba,2001-09-01,
14140,3576,Córdoba,1997-06-14,
14140,581,Córdoba,1918-07-09,bisarlasvarillas@gmail.com
14140,2360,Córdoba,1945-05-13,clubalmafuertelv970@gmail.com
14140,1176,Córdoba,1923-11-11,
14140,4232,Córdoba,1980-01-01,
14140,2265,Córdoba,1945-03-05,
14140,560,Córdoba,1926-08-05,bibliotecapopularycc@gmail.com
14140,2426,Córdoba,1940-10-10,
14140,3997,Córdoba,1980-01-01,bpmarianomoreno@yahoo.com.ar
14140,3044,Córdoba,1980-06-20,
14140,3748,Córdoba,1980-01-01,
14147,1541,Córdoba,1931-03-11,bibliotecapopular4@gmail.com
14147,1647,Córdoba,1932-01-26,labpdealtagracia@gmail.com
14147,3744,Córdoba,1980-01-01,
14147,4026,Córdoba,1999-10-11,
14147,4392,Córdoba,2022-07-19,bpgarabatos@gmail.com
14147,4101,Córdoba,1980-01-01,bibliotecaarnalponti@yahoo.com.ar
14147,4362,Córdoba,2016-05-27,bplaurdimbre@gmail.com
14147,3763,Córdoba,1998-08-08,pizzurno10@hotmail.com
14091,4019,Córdoba,2001-06-21,bibliotecahg@gmail.com
14098,4126,Córdoba,1980-01-01,bibliomanuelamedina@yahoo.com.ar
14119,4042,Córdoba,2001-07-16,bibliorayuela@yahoo.com.ar
14161,527,Córdoba,1926-07-03,
14161,3520,Córdoba,1996-06-12,bibpopjamescraik@hotmail.com
14161,3596,Córdoba,1997-08-21,biblioppmfierrolp@hotmail.com
14161,2081,Córdoba,1930-12-26,
14161,873,Córdoba,1919-09-14,
14161,2936,Córdoba,1976-04-05,bibliotecatancacha@hotmail.com
14175,3731,Córdoba,1980-01-01,
14182,528,Córdoba,1907-04-21,bprjcarcano@yahoo.com.ar
14182,1419,Córdoba,1929-08-04,
14182,2737,Córdoba,1947-09-17,malambo_laborde@yahoo.com.ar
14182,586,Córdoba,1917-07-14,bibliommm@yahoo.com.ar
14182,4218,Córdoba,1980-01-01,m10ruben@hotmail.com
14182,1837,Córdoba,1931-01-01,atleticopascanas@yahoo.com.ar
14182,2203,Córdoba,1943-06-20,biblio_we@hotmail.com
18007,492,Corrientes,1901-04-18,
18021,494,Corrientes,,
18021,495,Corrientes,1980-01-01,biblioctesmagda@hotmail.com
18021,1070,Corrientes,1925-03-28,
18021,1078,Corrientes,1923-01-01,bpjcontte1078@yahoo.com.ar
18021,2735,Corrientes,1957-09-13,
18021,3258,Corrientes,1980-01-01,
18021,3298,Corrientes,1980-01-01,librosabato@yahoo.com.ar
18021,3317,Corrientes,1994-07-08,bparandu@hotmail.com
18021,3337,Corrientes,1980-01-01,nanuva03@yahoo.com.ar
18021,3346,Corrientes,1980-01-01,
18021,3368,Corrientes,1993-08-19,
18021,3813,Corrientes,1998-11-28,bibliotevaperon@arnet.com.ar
18021,3826,Corrientes,1980-01-01,
18021,4165,Corrientes,1980-01-01,coembapora@yahoo.com.ar
18021,4307,Corrientes,1996-04-02,bibliotecaescritorescorrentinos@hotmail.com
18028,4202,Corrientes,1980-01-01,bpcbobsin@hotmail.com
18028,4104,Corrientes,2004-06-15,bibliopopfm@hotmail.com
18035,517,Corrientes,1914-10-25,acyacbpr@gmail.com
18035,3078,Corrientes,1986-06-14,cuatiarenda_@hotmail.com
18042,1373,Corrientes,1911-09-11,
18049,1913,Corrientes,1915-06-21,
18070,501,Corrientes,1911-11-11,bpsarmientogoya@gmail.com
18070,4264,Corrientes,2007-06-30,
18070,4380,Corrientes,2015-11-09,
18056,1957,Corrientes,1936-07-09,bibliotecapopularalvear@hotmail.com
18063,502,Corrientes,1914-01-01,bibliotecapopularrivera@hotmail.com
18063,504,Corrientes,1980-01-01,
18063,3472,Corrientes,1995-06-08,bpleamosjuntos2010@hotmail.com
18091,2419,Corrientes,1948-10-16,
18105,509,Corrientes,1910-09-11,literariabelgrano@gmail.com
18105,1530,Corrientes,1909-11-01,bibliotecasarmientomercedes@gmail.com
18105,2595,Corrientes,1940-03-30,bp2595@gmail.com
18105,2918,Corrientes,1969-03-26,
18105,3438,Corrientes,1947-04-01,
18112,1311,Corrientes,1928-05-01,
18112,506,Corrientes,1909-10-30,biblio506@hotmail.com
18112,1918,Corrientes,1929-08-30,
18112,2171,Corrientes,1936-04-07,bibliotecalainez@hotmail.com
18112,3909,Corrientes,2000-08-31,
18112,4224,Corrientes,1980-01-01,
18112,1547,Corrientes,1931-08-02,
18119,511,Corrientes,1904-10-19,bsarmiento@arnet.com.ar
18119,3375,Corrientes,1980-01-01,bibliotecapopularpasolibres@hotmail.com
18119,4088,Corrientes,2002-03-01,bpramonbarboza@hotmail.com
18126,3559,Corrientes,1980-05-24,
18133,3757,Corrientes,1998-05-16,bipsancosme@gmail.com
18140,3285,Corrientes,1916-06-30,bp3285@bepe.ar
